Name,energy,contrast,correlation,homogeneity
bois.jpg,0.027996443433388203,0.019236175654086102,0.714730741196274,0.10767907840570382
brique.jpg,0.010308108041465713,0.36822685635976776,0.5486601748695029,0.027817029125643256
degrade.jpg,0.02288709482464018,0.0039119695497246525,0.9856351822772328,0.1484779491135402
gravier.jpg,0.010343876352289253,0.32729554010803996,0.5010852137029788,0.023733349228617362
laine.jpg,0.011590650948248188,0.1928514693468399,0.691963620412117,0.029435216946630528
lignes.jpg,0.21344648095173765,1.3586323418256192,0.41010434035433707,0.0001350970528510305
metal.jpg,0.014057060090600773,0.13064189301357454,0.6133559968240322,0.05571738898577643
motif1.jpg,0.0207519781964257,0.5674509886342096,0.506606448060446,0.05708232371766963
motif2.jpg,0.013130038711684505,0.15557867868851266,0.5606738449216627,0.0467404278769753
motif3.jpg,0.015604710961652708,0.09268516314167284,0.6881328017908003,0.02652755837035295
motif4.jpg,0.012987805154515364,0.3994173749294241,0.541990215697781,0.0351191264393825
osier.jpg,0.0069815665093014775,0.08939705949856318,0.635578554167622,0.02230824591248696
papier.jpg,0.009293531695755357,0.07845053368039324,0.8056296811484438,0.04027879822853948
points.jpg,0.03843076849642493,0.06957684162989815,0.49422466791073066,0.09471433798357598
sable.jpg,0.02958986022521334,0.022701281089123254,0.5186783858493134,0.08339818025396864
stardust.jpg,0.017127903810136718,0.06282539682539688,0.8091508186691732,0.12873087986254161
tissu.jpg,0.038497521279607656,0.07972138098122347,0.606114572548589,0.09378919834388963
