Name,energy,contrast,correlation,homogeneity
bois.jpg,0.029757134874852303,0.011722036640743252,0.8276873423472293,0.13331881169206433
brique.jpg,0.010805006837476186,0.404148983514211,0.5128016480933357,0.041504109985980614
degrade.jpg,0.03406984366142414,0.00235880055510928,0.9915422929409672,0.37472772247986197
gravier.jpg,0.010565389148237736,0.19700243546785803,0.7004932972055167,0.033157597908330526
laine.jpg,0.010947694076761329,0.31162157115098305,0.5035389936965466,0.0239576376916628
lignes.jpg,0.21349618568437037,0.5645822431536717,0.7533637346759942,0.00141365320109731
metal.jpg,0.015046416807618828,0.1425408892546743,0.5798261084721331,0.06826957913078333
motif1.jpg,0.027834664032047915,0.15908967154940098,0.8617003519817634,0.11055324013079999
motif2.jpg,0.012973361661757126,0.16962475127379278,0.5219008586098438,0.04891137619318908
motif3.jpg,0.021353625593647604,0.022710958065503526,0.9237502809329816,0.09858341531280185
motif4.jpg,0.016078994738532137,0.14129083759403663,0.8379549534115707,0.06134483784863946
osier.jpg,0.007431831269466104,0.05207122554143519,0.7880649265531757,0.030755554324110864
papier.jpg,0.01123098855821379,0.030433027122816547,0.9275773017362372,0.0822683847071783
points.jpg,0.03763471905498512,0.07924061439171329,0.4236341691753649,0.1021398658855077
sable.jpg,0.02970337641774555,0.020969684359197466,0.5560460500775256,0.09101951361227155
stardust.jpg,0.02309786803807363,0.01928116551306497,0.9411737388000987,0.2156002152773149
tissu.jpg,0.062133585856115454,0.0464378351223613,0.7717109396639648,0.16554627037758785
