Name,energy,contrast,correlation,homogeneity
bois.jpg,0.05289474298464561,0.0017955324987137713,0.9736773111917458,0.38058639898004953
brique.jpg,0.01388588248503168,0.07842645790891263,0.9052116762456751,0.09520984246876457
degrade.jpg,0.04303175029437634,9.718274893850155e-05,0.9996518660287312,0.5373801534036433
gravier.jpg,0.011020404485322936,0.12610621279761916,0.8082031801999328,0.04254913994259896
laine.jpg,0.012125454787296609,0.10978492374727664,0.824308618752704,0.0405459172679938
lignes.jpg,0.21349618568437037,0.5645822431536717,0.7533637346759942,0.00141365320109731
metal.jpg,0.015933882100196275,0.1230960083521629,0.6381623134193106,0.08102601520626239
motif1.jpg,0.030685191399783224,0.07757854552395492,0.9325580014841238,0.10752497910663347
motif2.jpg,0.014193264995399232,0.11997542103261068,0.6619590404335163,0.0654830254444115
motif3.jpg,0.023487943751710184,0.016132363636363636,0.9458714116592074,0.1539545297728518
motif4.jpg,0.01710656836064729,0.08963337602721125,0.8971830307478463,0.06994731006533045
osier.jpg,0.007563369469923471,0.047315938751535336,0.8075701192241733,0.03364148733589435
papier.jpg,0.012693219705853132,0.016611110437575873,0.9610590684845639,0.11038870145525023
points.jpg,0.048849668046933165,0.07437747211216598,0.45747861238666765,0.12830887127446097
sable.jpg,0.030096251729844422,0.017233058984910836,0.6347422351954558,0.09643361846470154
stardust.jpg,0.02536170876615613,0.013349667412378828,0.9592468326392705,0.24826338281243032
tissu.jpg,0.07566171732034417,0.024151703026403862,0.8812827378977234,0.3079693099751917
